city,province,latitude,longitude
chiefs kraal,limpopo,-22.883333,30.15
chinning,north west,-25.41136,27.123867
chipise,limpopo,-22.607041,30.172015
chisira,eastern cape,-33.165129,27.149095
chochocho,mpumalanga,-24.69662,31.113821
cholang,north west,-26.237064,23.126862
chrissiefontein,gauteng,-26.584509,28.04573
chrissiemeer,mpumalanga,-26.279535,30.213695
chrissiesmeer,mpumalanga,-26.279535,30.213695
christiana,eastern cape,-31.813829,26.042431
christiana,northern cape,-28.221878,21.274068
christiana,north west,-27.914023,25.161111
christmas vale,eastern cape,-33.194127,27.611347
chubane,free state,-29.053685,26.885305
chubani,free state,-29.053685,26.885305
chumbi,eastern cape,-31.633333,28.783333
churchhaven,western cape,-33.177632,18.067512
cibeni,eastern cape,-31.53531,29.275415
cibini,kwazulu natal,-30.172011,29.065385
cibini,eastern cape,-31.004641,29.596569
cicira,eastern cape,-31.267417,28.448945
ciko,eastern cape,-32.25195,28.581689
cilleria,eastern cape,-31.747195,25.5954
cingweni,eastern cape,-32.016667,28.383333
cintsa,eastern cape,-32.833333,28.083333
cintsa mouth,eastern cape,-32.830975,28.11139
cintsa mouth east,eastern cape,-32.830975,28.11139
cintsa mouth west,eastern cape,-32.845225,28.115976
cintsa skool,eastern cape,-32.833333,28.083333
cintsa west,eastern cape,-32.845225,28.115976
cirira opleidingskool,eastern cape,-31.558641,28.704944
citrusdal,western cape,-32.592153,19.015157
cizele,eastern cape,-31.818218,28.862668
clairwood,kwazulu natal,-29.912728,30.983655
clansthal,kwazulu natal,-30.24199,30.781318
clan syndicate mill,kwazulu natal,-29.383333,30.483333
clanville,eastern cape,-30.993825,27.222842
clanwilliam,western cape,-32.181734,18.892174
clanwillian,western cape,-32.181734,18.892174
clapham,north west,-26.819792,23.509235
claradene,free state,-29.216667,25.866667
clare,limpopo,-24.631887,31.301646
claredon,kwazulu natal,-29.598386,30.356681
claremont,kwazulu natal,-29.793121,30.897877
claremont,western cape,-33.985847,18.45749
clarence,mpumalanga,-26.257243,30.667463
clarens,free state,-28.515399,28.419846
clareport,western cape,-34.366667,18.883333
clarevale,kwazulu natal,-30.652182,29.915972
claridge,kwazulu natal,-29.53785,30.376843
clarkbury,eastern cape,-31.785549,28.287791
clarkebury,eastern cape,-31.785549,28.287791
clarkeson,eastern cape,-34.010177,24.346794
clarksdale,eastern cape,-31.357906,26.877127
clarkson,eastern cape,-34.010177,24.346794
clarkson village,eastern cape,-34.010177,24.346794
clarkville,eastern cape,-30.779149,29.675638
claudina,north west,-27.036792,25.630263
claudine,north west,-27.036792,25.630263
claustal,kwazulu natal,-30.24199,30.781318
clausthal,kwazulu natal,-30.24199,30.781318
clavis,kwazulu natal,-27.419085,29.872257
clayville,gauteng,-25.956156,28.220653
clearwater,northern cape,-28.65,23.983333
cleland,kwazulu natal,-29.645487,30.422619
cleland house,kwazulu natal,-29.645487,30.422619
clermont,kwazulu natal,-29.793121,30.897877
clewer,mpumalanga,-25.907445,29.134374
cliffdale,eastern cape,-30.935181,29.450284
clifford,eastern cape,-31.081479,27.448531
clifton,free state,-26.816667,27.8
clifton,eastern cape,-30.560642,26.078522
clifton,western cape,-33.934259,18.378476
clifton vale,eastern cape,-31.834726,26.929615
clocolan,free state,-28.913669,27.565555
cloeteskraal,western cape,-34.252938,20.371401
cloetesville,western cape,-33.912389,18.855067
clonleigh,kwazulu natal,-27.960725,30.815421
clovelly,western cape,-34.124867,18.432759
clubview,gauteng,-25.834802,28.170299
clubview east,gauteng,-25.837222,28.167778
clumber,eastern cape,-33.449786,26.852687
clyde,north west,-26.474936,23.059014
clydesdale,free state,-26.938522,27.914981
clydesdale,eastern cape,-30.298313,29.93772
coalbrook,free state,-26.846406,27.87392
coalbrook collieries,free state,-26.883333,27.916667
coalfields,mpumalanga,-26.216667,30.033333
coalville,mpumalanga,-26.030954,29.170053
cobalt,mpumalanga,-25.366667,29.483333
cobalt mine,mpumalanga,-25.366667,29.483333
cobosi,eastern cape,-31.795832,28.139773
codrington,limpopo,-25.035833,28.313611
coefzeestrom,mpumalanga,-25.616667,30.716667
coega,eastern cape,-33.760675,25.645706
coetsersdam,north west,-26.796367,24.254748
coetzees stroom forestry settlement,mpumalanga,-25.616667,30.716667
coetzeestroom bosbounedersetting,mpumalanga,-25.616667,30.716667
coetzeestroom,mpumalanga,-25.616667,30.716667
coetzersdam,north west,-26.796367,24.254748
coffee bar,eastern cape,-31.980885,29.144534
coffee bay,eastern cape,-31.980885,29.144534
cofimvaba,eastern cape,-32.001149,27.580451
coghlan,eastern cape,-31.663689,28.229109
cokomfini,eastern cape,-31.060802,28.767673
cola,eastern cape,-30.992619,29.248485
colana,eastern cape,-30.634562,29.040002
colan,eastern cape,-30.800551,28.37803
cold place,kwazulu natal,-30.383333,30.25
coldstream,eastern cape,-31.489667,26.734546
coleford,kwazulu natal,-29.958357,29.470226
colenso,kwazulu natal,-28.739325,29.825816
colesberg,northern cape,-30.719994,25.097185
colesberg dorp,northern cape,-30.719994,25.097185
colesberg town,northern cape,-30.719994,25.097185
coligny,north west,-26.331718,26.32065
collessie,kwazulu natal,-28.670697,30.536111
collingham,free state,-29.65,26.75
collingham,eastern cape,-31.318834,26.233839
collywobbles,eastern cape,-32.008995,28.570501
colombo,free state,-29.835721,26.529064
colona,eastern cape,-30.634562,29.040002
colon,eastern cape,-30.800551,28.37803
coloti,eastern cape,-30.680908,28.606588
coloured settlement,northern cape,-26.74213,20.33376
colston,north west,-27.259577,23.846477
columba,eastern cape,-32.483976,28.365878
colville,north west,-27.025843,23.411425
combeni,eastern cape,-31.4,29.066667
combleigh,eastern cape,-31.981448,26.712112
commandodrift,free state,-27.488564,26.234886
commissie poort,free state,-29.324275,27.285194
committee,eastern cape,-33.157813,26.832588
committeedrift,eastern cape,-33.157813,26.832588
committees,eastern cape,-33.157813,26.832588
committees drift,eastern cape,-33.157813,26.832588
commondale,mpumalanga,-27.2941,30.898852
commonsvale,eastern cape,-30.525868,29.845349
commons valley,eastern cape,-30.525868,29.845349
compound,mpumalanga,-25.533333,31.933333
con amore,kwazulu natal,-30.435574,29.168624
concordia,free state,-29.183904,25.721262
concordia,northern cape,-29.534451,17.944005
congella,kwazulu natal,-29.871895,30.995084
connaught,free state,-29.431978,27.141711
conningarth,kwazulu natal,-30.280892,29.015038
connomore,kwazulu natal,-30.435574,29.168624
conradie,western cape,-33.933333,18.516667
conserva,free state,-29.1993,26.003538
constantia,free state,-29.6,26.55
constantia,northern cape,-29.984044,21.670991
constantia,western cape,-34.01832,18.441142
constantiapark,gauteng,-25.80907,28.279702
content,eastern cape,-30.77081,25.866701
content,northern cape,-28.233333,24.85
contest,free state,-29.358187,26.733016
conubie mouth,eastern cape,-32.94433,28.014955
convention,kwazulu natal,-30.338698,29.257439
conway,eastern cape,-31.733843,25.302315
conway,north west,-26.070138,23.20649
cookhouse,eastern cape,-32.743222,25.80037
coolgardie,kwazulu natal,-30.298911,30.481657
cooperdale,kwazulu natal,-30.504206,29.567285
cooperdale,eastern cape,-32.15,28.966667
copenhagen,free state,-30.048811,26.75299
copperton,northern cape,-29.923062,22.304427
corbetts hope,eastern cape,-30.616667,26.35
cornationweg,kwazulu natal,-27.677145,31.06091
cornelia,free state,-27.232265,28.852259
cornelia,limpopo,-23.716667,29.133333
cornetspruit,free state,-30.266667,27.3
cornflats,free state,-29.038452,27.067296
coromandel,mpumalanga,-25.233333,30.35
coronation colliery,kwazulu natal,-27.666667,31.05
coronation,kwazulu natal,-27.666667,31.05
coronation road,kwazulu natal,-27.677145,31.06091
corsham,north west,-26.759672,23.060783
costmore,kwazulu natal,-29.733333,29.6
cotswold,eastern cape,-33.938851,25.547539
cottonend,north west,-27.209274,23.463016
cotyeni,eastern cape,-31.966667,27.833333
couperdale,kwazulu natal,-30.504206,29.567285
covie,western cape,-33.961323,23.601372
coville,eastern cape,-30.621795,27.126501
covington,kwazulu natal,-28.765223,31.559757
cradock,eastern cape,-32.164221,25.619176
crafthole,north west,-26.421574,24.142825
craighall,gauteng,-26.116667,28.016667
craighall park,gauteng,-26.125284,28.023821
craighouse,limpopo,-22.983333,30.366667
craig side,kwazulu natal,-29.983333,30.3
cransmoor,eastern cape,-30.840214,28.201503
cranswick,kwazulu natal,-30.340769,30.220286
cravenby,western cape,-33.926369,18.593577
crawford,western cape,-33.978555,18.50413
crawley,western cape,-34.133333,18.383333
crayfield,north west,-26.883333,23.6
creag roy,limpopo,-23.836525,29.926366
crediton,eastern cape,-32.694462,28.019557
creighton,kwazulu natal,-30.027196,29.839552
cremin,kwazulu natal,-28.446825,29.94499
crestlands,mpumalanga,-26.596464,28.687035
crocodile valley estates,mpumalanga,-25.473558,31.018905
crocodilevlei,eastern cape,-31.986878,29.030975
cromwell,kwazulu natal,-30.256294,29.977131
cronjes boomen,north west,-25.066667,26.55
cronjesrust,free state,-30.166667,26.95
crossroads,eastern cape,-33.16972,27.289249
crossroads,mpumalanga,-25.611219,30.27647
crossroads,western cape,-33.994451,18.595982
croston,eastern cape,-30.834417,26.135225
crown douglas,gauteng,-25.848333,28.919444
croxteth,eastern cape,-30.954846,26.823046
cruachan,northern cape,-29.938077,21.918885
crystal waters,kwazulu natal,-30.299309,30.131048
cuba,eastern cape,-31.85,27.5
culandoda,eastern cape,-31.614948,28.103062
culemborgpark,gauteng,-26.180044,27.691263
cullendale,eastern cape,-32.65946,26.18832
cullinan,gauteng,-25.670885,28.523645
culunca,eastern cape,-31.144209,28.728686
culvet,limpopo,-22.966667,30.166667
cumakala,eastern cape,-31.655783,27.235735
cumngce,eastern cape,-31.454287,29.212824
cungewane,kwazulu natal,-28.508468,30.887756
cungwana,eastern cape,-31.767413,27.463441
cungweni,eastern cape,-32.116667,28.816667
cunning moor,limpopo,-24.894862,31.256895
cunning moore,limpopo,-24.894862,31.256895
currie's camp,northern cape,-28.675518,21.039436
curries post,kwazulu natal,-29.359999,30.140069
curry's post,kwazulu natal,-29.359999,30.140069
cutini,eastern cape,-31.410067,29.755177
cutting,kwazulu natal,-29.834011,30.970151
cutweni,eastern cape,-31.410067,29.755177
cuylerville,eastern cape,-31.795959,26.946546
cwaka,eastern cape,-31.136988,29.178944
cwebe bos,eastern cape,-32.212181,28.938572
cwebe,eastern cape,-32.193558,28.930171
cwebeni,eastern cape,-31.662148,29.431655
cwecweni,eastern cape,-31.939224,28.048699
cwehaland,eastern cape,-31.05,29.1
cweraland,eastern cape,-31.05,29.1
cwili,eastern cape,-32.673256,28.36009
cyferfontein,free state,-29.591731,26.46456
cyferkuil,free state,-29.27487,25.935295
cymru,kwazulu natal,-30.463935,30.415376
cynsen,eastern cape,-31.028622,26.963559
cypress grove,free state,-29.856884,26.69135
cyprusdale,eastern cape,-31.009094,26.000767
cyprus dale,eastern cape,-32.9,28
cyrildene,kwazulu natal,-28.752665,31.899608
daantjielokasie,mpumalanga,-25.427827,31.200323
dabane,eastern cape,-32.066667,28.783333
daberas,northern cape,-28.333333,16.766667
dadamba,eastern cape,-32.25,28.333333
dadeni,eastern cape,-33.114045,27.077608
dadiyane,eastern cape,-32.25,28.283333
da gama park,western cape,-34.158932,18.402212
dagboetie,northern cape,-30.331943,21.743195
dagbreek,free state,-27.960353,26.748419
dagbreek,eastern cape,-30.773742,26.645219
dagbreek,northern cape,-27.600598,22.87789
dagbreek,western cape,-34.13576,18.383569
dahabe,eastern cape,-31.89116,28.648637
dahlia,free state,-29.011025,25.557295
dakpoort,free state,-29.283333,26.9
dalebe,kwazulu natal,-28.141936,31.343446
daleside,gauteng,-26.499076,28.064616
dalibba,kwazulu natal,-29.372796,30.899561
dalibho,kwazulu natal,-29.372796,30.899561
dal josafat,western cape,-33.696535,19.013866
dalkeith,eastern cape,-31.660506,26.286731
dallas,eastern cape,-32.546261,28.162535
dalmada,limpopo,-23.875395,29.543131
dalmanutha,eastern cape,-30.899268,26.493964
d'almeida,western cape,-34.173928,22.106831
dalsig,western cape,-33.951578,18.860255
dalton,kwazulu natal,-29.340931,30.631188
dalview,gauteng,-26.252898,28.347633
damanskraal,eastern cape,-31.505383,25.858814
damarusfontein,eastern cape,-30.843855,25.657295
dambeni,eastern cape,-30.891236,29.338017
dambisa,eastern cape,-30.861131,29.013894
damboni,eastern cape,-30.891236,29.338017
damdam,eastern cape,-33.155472,27.2115
damfontein,free state,-29.238924,27.310581
damplaas,eastern cape,-30.762234,26.069813
damplaats,northern cape,-28.580253,23.172969
dampoort,free state,-29.811385,25.600912
damskolk,northern cape,-30.355871,20.127031
damwal,mpumalanga,-25.40439,29.367244
dam wall,mpumalanga,-25.40439,29.367244
danabaai,western cape,-34.198913,22.038913
dancornia,gauteng,-26.116667,27.6
dan,limpopo,-23.89918,30.267135
danga,western cape,-33.95,18.516667
dangers hoek,eastern cape,-30.621043,27.783252
dangwana,eastern cape,-31.586456,29.267776
dangwani,eastern cape,-31.183807,29.573349
danielskuil,northern cape,-28.18873,23.539508
daninge,eastern cape,-33.285357,27.332494
dankbaar,free state,-28,28.516667
dankeni,eastern cape,-31.96522,28.648053
dannhauser,kwazulu natal,-28.015097,30.056581
da nova,western cape,-34.184478,22.133433
dan pienaar,free state,-29.085123,26.215086
danville,gauteng,-25.74047,28.127472
darabe,eastern cape,-31.89116,28.648637
darling,mpumalanga,-27.003489,29.318922
darling,western cape,-33.378166,18.379385
darnall,kwazulu natal,-29.266792,31.357549
darnall,north west,-26.39888,23.255408
daspoort,free state,-29.631778,26.8114
dassenhoek,kwazulu natal,-29.846992,30.8018
davel,mpumalanga,-26.444775,29.665373
daveyton,gauteng,-26.138159,28.424922
davhanaslokasie,limpopo,-23.2,30.433333
davidsfontein,eastern cape,-31.098711,26.298076
davidskuil,north west,-25.233333,26.85
daviesville,limpopo,-23.4,29.983333
dawlish,north west,-26.870078,23.325249
dawn,eastern cape,-31.094311,26.53525
dayeni,kwazulu natal,-28.083373,31.541044
daymani,eastern cape,-30.829968,28.772216
de aar,northern cape,-30.649657,24.012295
deal,north west,-26.145596,23.159195
dealesville,free state,-28.674858,25.766808
deal party,eastern cape,-33.895262,25.615859
dealsville,free state,-28.674858,25.766808
de bakke,northern cape,-29.517572,21.000415
de beers farm,northern cape,-28.866667,24.75
debe marela,eastern cape,-32.893433,27.009825
deben,northern cape,-27.592911,22.875403
debe nek,eastern cape,-32.816667,27.15
debera,eastern cape,-31.788493,28.070661
deberas,northern cape,-28.333333,16.766667
de brug,free state,-29.146635,25.805447
de bruynsrus,northern cape,-30.205277,21.80986
deckert's hill,eastern cape,-31.970134,27.509001
de dam,eastern cape,-31.299351,25.947887
dedeben,northern cape,-27.287655,22.485493
de deur,gauteng,-26.533333,27.933333
de deur estates,gauteng,-26.520429,27.92957
de doorns,western cape,-33.477093,19.666251
de draai,free state,-30.23742,26.439624
de droom,limpopo,-23.1799,29.456007
deeigenoot,free state,-29.352853,25.654587
deelfontein,free state,-29.603693,26.449893
deelfontein,northern cape,-30.989722,23.800185
deelkraal,free state,-29.422789,26.514681
deelpan,free state,-29.08182,25.551962
deelpan,northern cape,-29.584016,22.402879
deelpan,north west,-26.316667,25.55
deelsdam,free state,-29.509576,26.416929
deelspruit,eastern cape,-30.610192,26.207495
deelvlei,free state,-29.678768,25.783038
deemont,kwazulu natal,-30.677784,29.846788
deemount,kwazulu natal,-30.677784,29.846788
deepdale,eastern cape,-30.548175,29.905594
deep dale grange,eastern cape,-30.548175,29.905594
deepwalls,western cape,-33.946727,23.16064
de grendel,western cape,-33.843882,18.568199
de grendle farm,western cape,-33.843882,18.568199
de hague,free state,-30.075217,26.640352
de halt,northern cape,-27.884692,20.389047
de heim,eastern cape,-30.797203,26.171504
de hoek,free state,-29.598162,26.961577
de hoek,eastern cape,-31.83854,26.282844
de hoek,northern cape,-29.929868,22.070257
de hoek,western cape,-32.939215,18.761776
de hoop,free state,-29.501249,26.382943
de hoop,eastern cape,-30.859655,26.964675
de hoop,mpumalanga,-24.968224,29.941682
de hoop,northern cape,-29.942696,21.632992
de hoop,limpopo,-23.188465,30.279345
de hoops,eastern cape,-30.602002,25.989474
de kloof,eastern cape,-31.033333,25.566667
de kraalen,mpumalanga,-27.118554,30.887255
de kruis,northern cape,-29.650486,21.192427
de kuien,eastern cape,-31.786239,25.729477
delarey,eastern cape,-33.8,25.616667
delareyville,north west,-26.686378,25.459073
de leegte,eastern cape,-31.753791,26.09576
delemont,free state,-29.807152,25.675599
deliahsfontein,free state,-30.277122,26.447793
delila,eastern cape,-31.133333,26.7
delmas,mpumalanga,-26.146601,28.683222
delpoorts hope,northern cape,-28.416267,24.305824
delportshoop,northern cape,-28.416267,24.305824
delport's hope,northern cape,-28.416267,24.305824
delville,kwazulu natal,-28.733333,29.3
delville park,western cape,-34.006707,22.443511
delvitle,northern cape,-30.96304,22.11245
de meul,western cape,-32.897013,19.352855
de mistkraal,eastern cape,-33.742779,24.710102
nyokweni,eastern cape,-30.866667,29.633333
nyoni,kwazulu natal,-29.07766,31.463489
nyosini,eastern cape,-30.827188,29.109334
nyumaga,eastern cape,-32.5541,28.275129
nyushwini,eastern cape,-30.935695,28.8462
nyutura,eastern cape,-32.540242,28.339268
nywara,eastern cape,-31.940297,28.368705
nzhelele,limpopo,-22.9,30.2
nzimankulu,eastern cape,-31.202621,29.390157
nzinga,kwazulu natal,-29.516667,29.683333
nzombane,eastern cape,-30.295886,29.719792
nzondeni,eastern cape,-31.435676,29.440503
oakancu,eastern cape,-31.603836,28.356569
oakangu,eastern cape,-31.603836,28.356569
oakdale,western cape,-33.833333,18.683333
oakhurst,kwazulu natal,-27.733333,31
oaklands,kwazulu natal,-29.889804,29.954801
oaklands,eastern cape,-31.113071,26.422628
oaklands,western cape,-34.158354,18.397299
oakleigh,eastern cape,-30.970637,28.265272
oakley,mpumalanga,-24.926815,31.228881
oakover,kwazulu natal,-29.083333,30.45
oatlands,kwazulu natal,-30.552856,29.323208
oatlands,eastern cape,-31.04927,25.708339
oatlands,western cape,-34.2,18.45
oaukeni,eastern cape,-31.271399,29.592879
obanjeni,kwazulu natal,-28.932007,31.690873
oberholzer,gauteng,-26.355468,27.386664
oberholzer settlement,gauteng,-26.35,27.3
obesa,kwazulu natal,-28.653084,31.88166
obonjaneni,kwazulu natal,-28.686541,28.976165
observatory,western cape,-33.936126,18.467872
ocean view,kwazulu natal,-29.260092,31.422742
ocean view,eastern cape,-32.874597,28.04689
ocean view,western cape,-34.148613,18.353646
oceola,north west,-27.000133,23.52341
o'connors camp,eastern cape,-30.266667,28.4
odendaalrus,free state,-27.873939,26.690719
odendaalrust,free state,-27.873939,26.690719
odendaalsrus,free state,-27.873939,26.690719
odendaals rust,free state,-27.873939,26.690719
odidini,kwazulu natal,-30.017583,30.672608
odlameni,kwazulu natal,-29.540999,30.649619
oesterbaai,eastern cape,-34.170951,24.653006
oester bay,eastern cape,-34.170951,24.653006
ofcolaco,limpopo,-24.081576,30.395697
ogagwini,kwazulu natal,-30.038588,30.647561
ogedleni,kwazulu natal,-27.697748,31.84568
ogies,mpumalanga,-26.048771,29.063908
ogonothini,kwazulu natal,-29.446621,30.956359
o'grabie west,northern cape,-30.583333,19.933333
ohlalwini,kwazulu natal,-27.388759,32.115194
ohlelo,kwazulu natal,-28.467452,31.031943
ohrigstad,mpumalanga,-24.746722,30.56466
ohrigstad settement,mpumalanga,-24.720237,30.561941
ohrigstad settlement,mpumalanga,-24.720237,30.561941
ohubandaba,kwazulu natal,-28.783333,31.783333
okhukho,kwazulu natal,-28.241434,31.673863
okiep,northern cape,-29.594345,17.881633
okkerneutboom,limpopo,-24.606399,31.120009
old bunting,eastern cape,-31.665935,29.176487
old goxe store,eastern cape,-30.697539,29.60332
old green river,eastern cape,-32.914325,27.24047
old idutywa,eastern cape,-32.016667,28.383333
old morley,eastern cape,-31.917135,28.980683
olga,free state,-29.336754,26.221221
olie rivier,northern cape,-28.919242,23.972218
olievenhout bank,free state,-29.887114,26.945562
olievenkop,free state,-29.509736,25.935279
olievenkoppies,free state,-29.320484,26.049406
oliewenberg,eastern cape,-30.989133,26.036147
oliewenkloof,eastern cape,-30.873287,26.723696
olifantsfontein,gauteng,-25.949257,28.229452
olifantshoek,northern cape,-27.94261,22.736214
olifantshoek,limpopo,-23.338177,30.275299
olifants kop,eastern cape,-33.666964,25.651995
oliphants hoek,kwazulu natal,-28.871445,30.764657
olivewoodpark,free state,-29.977355,26.907322
oliviershoek,kwazulu natal,-28.698522,29.158915
oliviersrust,eastern cape,-30.773857,28.408217
olkersia,western cape,-33.216667,19.533333
olverton,north west,-25.070092,28.191263
olyfberg,limpopo,-23.76546,29.957329
olyvenfontein,free state,-30.280997,26.392739
olyvenkoppiespan,free state,-29.063626,25.565476
omdraai,eastern cape,-31.122871,25.504122
ommerin,free state,-29.683236,25.559929
onder-papegaaiberg,western cape,-33.936815,18.831782
ondersmoorddrift,eastern cape,-32.875923,25.828803
onder-smoordrif,eastern cape,-32.875923,25.828803
onderste doornknie,northern cape,-29.416667,20.366667
onderstepoort,gauteng,-25.649512,28.185408
ongedad,northern cape,-27.18523,22.255783
ongegund,free state,-30.203583,26.859518
ongelegen,eastern cape,-33.736619,23.407358
ongeluksfontein,free state,-30.564831,26.321131
ongelukskop,free state,-29.774116,26.147218
ongoye,kwazulu natal,-28.891624,31.738709
onrus,western cape,-34.412394,19.168757
onrust,western cape,-34.412394,19.168757
onrustrivier,western cape,-34.412394,19.168757
onseepkans,northern cape,-28.739595,19.302578
onse rust,free state,-29.275642,26.190414
ons hoop,limpopo,-23.566667,27.716667
ons rust,western cape,-33.294413,19.04559
onverdiend,free state,-27.8,28.216667
onvergenoeg,kwazulu natal,-28.314979,30.825447
onverwacht,eastern cape,-31.374671,26.323084
onverwacht,limpopo,-23.691166,27.688281
onverwag,eastern cape,-31.012853,25.795671
onverwag,mpumalanga,-24.837048,31.004621
onverwagslaagte,eastern cape,-33.876659,24.458132
onverwags,mpumalanga,-26.89536,29.145032
onverwags,northern cape,-30.825446,21.512363
oochock,limpopo,-23.625698,30.53482
oogies,mpumalanga,-26.048771,29.063908
o'okiep,northern cape,-29.594345,17.881633
ooqodala,eastern cape,-31.72851,26.955004
ooriogspos,eastern cape,-30.533333,26.2
oorlogspoort,free state,-29.632253,26.467157
oorlogspoort,eastern cape,-31.280179,26.904679
oorskot,free state,-29.609087,26.030579
oosdeel,free state,-29.406852,25.799386
oos-driefontein,gauteng,-26.384766,27.48637
ooseinde,north west,-26.133333,26.183333
oos-londen,eastern cape,-33.011051,27.910049
oostenryk,free state,-29.832189,26.708676
kwa-tshezi,eastern cape,-31.920236,28.857921
kwatsita,eastern cape,-30.916531,29.160438
kwatsitsing,north west,-25.468464,27.320632
kwatuba,eastern cape,-33.316667,27.15
kwatwalo,eastern cape,-32.11159,26.608606
kwavelelo,eastern cape,-32.010936,28.719874
kwavikinduku,eastern cape,-30.183333,28.983333
kwavimbindlela,kwazulu natal,-30.15711,30.656895
kwawezo,eastern cape,-32.220393,27.668241
kwa-xego,eastern cape,-31.619033,28.50595
kwaxokoshe,eastern cape,-31.615824,28.470262
kwa-xoxo,eastern cape,-31.74107,28.108995
kwaxusha,eastern cape,-31.716906,26.917123
kwayibusele,kwazulu natal,-29.276898,30.825868
kwayimani,eastern cape,-32.15313,28.233529
kwayoba,eastern cape,-30.924867,29.026568
kwazakele,eastern cape,-33.875934,25.574323
kwazakhele,eastern cape,-33.875934,25.574323
kwazamazama,kwazulu natal,-27.09994,32.287768
kwazengele,eastern cape,-30.677372,28.860281
kwazibukwane,mpumalanga,-25.68303,31.799618
kwazibunu,eastern cape,-32.50444,28.410699
kwazondela,kwazulu natal,-28.306163,31.443798
kwazondi,kwazulu natal,-28.45,30.866667
kwazulu,eastern cape,-30.945279,29.260732
kwa-zulu,eastern cape,-31.446096,29.412798
kwa-zuluvuka,kwazulu natal,-28.277827,32.022306
kwa-zwelinzima,eastern cape,-31.631574,28.214264
kwelega,eastern cape,-32.84937,28.006566
kwelegha,eastern cape,-32.84937,28.006566
kwelera,eastern cape,-32.8,27.966667
kwelesha,eastern cape,-31.819439,28.06294
kwenxuha,eastern cape,-32.717338,28.109198
kwenxura,eastern cape,-31.68817,28.763758
kwenyana,eastern cape,-31.687937,29.248008
kwestiefontein,free state,-29.254214,26.015536
kwezana,eastern cape,-31.983333,27.7
kwezi,kwazulu natal,-29.01755,29.899301
kwidi,north west,-25.833333,24.666667
kwilini,eastern cape,-32.239789,28.671666
kylemore,western cape,-33.915149,18.950248
laaiplek,western cape,-32.773693,18.155926
laangebaan village,western cape,-33.097506,18.031501
laaspomp,north west,-26.676119,23.982693
laastepoort,limpopo,-24.653279,26.426446
laasteskof,limpopo,-24.116667,29.016667
laatsrivier,western cape,-33.646508,19.793334
labera,north west,-25.834751,24.335084
la dinong,limpopo,-24.583333,29.5
ladismith,western cape,-33.493306,21.267546
ladybrand,free state,-29.194483,27.45739
lady frere,eastern cape,-31.703118,27.232904
lady grey,eastern cape,-30.710845,27.216129
lady selborne,gauteng,-25.7,28.133333
ladysmith,kwazulu natal,-28.553914,29.782697
lafuta,eastern cape,-31.667035,27.655922
la guelderland,gauteng,-25.45,28.183333
l'agulhas,western cape,-34.822297,20.017338
lahlangubo,eastern cape,-30.793097,28.541124
laingsburg,western cape,-33.194954,20.858724
lake chrissie,mpumalanga,-26.279535,30.213695
lake marina,western cape,-34.35,19.133333
lakeside,gauteng,-26.099343,28.146984
lakeside,western cape,-34.089125,18.458681
la kocks hoop,northern cape,-29.083895,21.789795
lalini,eastern cape,-31.337668,28.701664
la lucia,kwazulu natal,-29.75,31.066667
lamaci,kwazulu natal,-30.616667,29.816667
la mascotte,eastern cape,-30.736203,26.979188
lambertsbaai,western cape,-32.09286,18.303866
lambert's bay,western cape,-32.09286,18.303866
lambrechtsdrif,northern cape,-28.496703,21.694416
lambrechts drift,northern cape,-28.496703,21.694416
la mercy,kwazulu natal,-29.639176,31.13106
lammerkop,mpumalanga,-25.613019,29.449179
lamoani,limpopo,-22.766667,30.85
lamont,kwazulu natal,-29.942064,30.942998
lamont native village,kwazulu natal,-29.942064,30.942998
lamontville,kwazulu natal,-29.942064,30.942998
la motte,eastern cape,-31.404958,26.187496
lana,eastern cape,-31.173395,26.642779
landau,mpumalanga,-25.95,29.183333
landboukantoor,mpumalanga,-25.683333,31.55
lands end,eastern cape,-31.57601,28.620447
landwane,eastern cape,-31.042434,28.887856
langa,western cape,-33.945057,18.534307
langa location,western cape,-33.945057,18.534307
langa native location,western cape,-33.945057,18.534307
langanci,eastern cape,-31.691074,27.603294
langbaken,northern cape,-29.900266,21.337242
langberg,northern cape,-30.583333,17.633333
langdon,eastern cape,-31.65,28.15
langebaan,western cape,-33.097506,18.031501
langebaan road,western cape,-32.974447,18.148799
langebaanweg,western cape,-32.974447,18.148799
langeloop,mpumalanga,-25.676341,31.633162
langeni,kwazulu natal,-30.637873,29.883317
langeni,eastern cape,-31.346293,29.457848
langfontein,eastern cape,-31.049267,26.691802
langgewacht,kwazulu natal,-28.299343,31.130934
langhoek,kwazulu natal,-27.393924,30.183954
langhoek,free state,-27.602229,29.364496
langkloof,eastern cape,-31.609966,25.898835
langkloof,western cape,-34.083333,19.433333
langkrans,kwazulu natal,-27.824126,31.0408
langkuil,free state,-29.980274,25.755665
langlaagte,free state,-29.885759,26.121769
langlaagte,gauteng,-26.366667,28.05
langley,kwazulu natal,-28.533333,29.8
langley,eastern cape,-33.465895,26.04905
langpoort,eastern cape,-31.616667,27.416667
langrand,free state,-29.069094,27.225036
langverwacht,eastern cape,-30.688479,26.509474
langverwag,free state,-30.006534,26.568767
langverwag,eastern cape,-31.091719,26.561473
lansdowne,western cape,-33.987354,18.497457
lansdown,kwazulu natal,-28.203061,32.173239
lanti,eastern cape,-31.877463,27.402847
