city,province,latitude,longitude
mmotwaneng,limpopo,-25.012313,29.749534
mmukubyane,north west,-25.001535,27.966729
mmunyaneng,north west,-27.056357,23.32834
mnambithi,eastern cape,-30.931854,29.009791
mnambiti,eastern cape,-31.058852,29.76232
mnandi,eastern cape,-32.12,28.532282
mncane,eastern cape,-31.121439,29.654842
mnceba,eastern cape,-30.157711,29.030004
mncongweni,kwazulu natal,-28.101604,31.326568
mncotsho,eastern cape,-32.932502,27.602173
mncwasa,eastern cape,-31.916667,28.916667
mndundu,eastern cape,-32.409517,28.517629
mndwaka,eastern cape,-32.05,28.983333
mneketshe,eastern cape,-31.177104,29.372557
mnenemba,eastern cape,-32.549495,28.236076
mnenga,eastern cape,-31.954632,29.107672
mngampondo,kwazulu natal,-28.712201,31.686902
mngampunzi,eastern cape,-31.788173,29.145838
mngazana,eastern cape,-30.909126,29.175363
mngcefeni,eastern cape,-30.961647,29.365213
mngceleni,eastern cape,-31.442554,28.838848
mngcipongweni,eastern cape,-30.980585,29.291184
mngeangatelo,eastern cape,-32.037462,28.930199
mngh,eastern cape,-31.305883,28.506231
mngoesha,eastern cape,-32.824128,27.277122
mngomane,eastern cape,-31.033978,29.687844
mngqalasini,eastern cape,-32.566667,28.25
mngwemnyama,eastern cape,-30.935147,29.16144
mnowasa,eastern cape,-31.916667,28.916667
mnqaba kulile,eastern cape,-32.910239,27.110616
mnqanda,eastern cape,-31.862266,28.88001
mnqobokazi,kwazulu natal,-27.685598,32.43218
mnqunyana,eastern cape,-31.05,28.983333
mnqwane,eastern cape,-30.759456,29.421489
mntintloni,eastern cape,-31.591268,27.782094
mntla,eastern cape,-32.3,28.183333
mnxe,eastern cape,-31.529571,27.620097
mnyameni,eastern cape,-32.483333,28.216667
mnyibashe,eastern cape,-32.129864,27.902307
mnyolo,eastern cape,-31.514341,28.289996
moanduli,eastern cape,-31.819186,28.761748
mobeni,kwazulu natal,-29.94825,30.95039
modderbult,eastern cape,-31.465715,26.751002
modderfontein,gauteng,-26.091011,28.166905
modderfontein,northern cape,-28.808932,17.197388
modderpoort,free state,-29.109227,27.453847
modena,eastern cape,-31.150769,26.604208
modiane,north west,-25.166667,27.983333
modikwe,north west,-25.516667,27.533333
modimola,north west,-25.864108,25.454402
modimong,north west,-24.834615,27.005624
modimung,north west,-27.45,24.95
modiselele,north west,-26.136603,23.668086
modjadje's location,limpopo,-23.616667,30.333333
modjadji,limpopo,-23.623846,30.348399
modjadjislokasie,limpopo,-23.616667,30.333333
modubeng,limpopo,-24.316667,30.183333
modutung,free state,-28.985859,26.800629
moeaneng,eastern cape,-30.383989,28.531365
moebani,limpopo,-23.05,29.65
moedershuis,eastern cape,-32.766667,28.15
moedhou,free state,-30.484447,26.428192
moed,north west,-26.772355,23.236584
moedvernier,north west,-27.082362,23.688738
moedwil,north west,-25.631901,26.966652
moepel,limpopo,-23.766667,28.45
moepeng,limpopo,-24.3,29.566667
moerbeidal,free state,-30.543787,26.458898
moetagare,limpopo,-23.662109,28.974434
moetladimo,limpopo,-24.25,30.466667
mofolo,gauteng,-26.253018,27.888295
mofufutso,north west,-26.399845,25.398326
mofu,eastern cape,-32.35,28.316667
mogaba,mpumalanga,-24.585402,30.632989
mogaba,limpopo,-24.516667,30.533333
mogadhla,eastern cape,-30.356974,28.697563
mogaladi,limpopo,-24.763491,29.540106
mogalakwena,limpopo,-23.874224,28.695695
mogalakwenastroom,limpopo,-23.766667,28.616667
mogalaneng,north west,-26.166667,23.816667
mogalatsana,limpopo,-24.731354,29.431176
mogales,limpopo,-24.554133,29.633391
moganyake,limpopo,-24.95451,29.417099
mogapeng,limpopo,-24.054817,30.295805
mogashoa,limpopo,-24.8,29.983333
moghalanen,north west,-26.166667,23.816667
mogoboya,limpopo,-23.988055,30.17837
mogoboyaslokasie,limpopo,-23.983333,30.2
mogoditshane,north west,-24.983333,26.883333
mogogelo,north west,-25.354354,28.139647
mogohlwaneng,north west,-25.058676,28.196311
mogologolo,limpopo,-24.533333,29.433333
mogono,north west,-25.482777,27.181823
mogononong,north west,-27.048315,23.793131
mogosane,north west,-25.718291,25.458655
mogoto,limpopo,-24.333333,29.283333
moguntia,kwazulu natal,-30.733333,30.1
mogwase,north west,-25.185052,27.266543
moheme,limpopo,-24.869553,28.114435
mohlaba's location,limpopo,-23.916667,30.283333
mohlahlareng,limpopo,-23.996449,30.281486
mohlajeng,limpopo,-23.446199,29.095657
mohlakeng,gauteng,-26.225994,27.696346
mohlarutse,limpopo,-24.616667,30.233333
mohlotshi,limpopo,-24.796541,29.530594
mohoabatsana,eastern cape,-30.466667,28.466667
mohuti,north west,-25.796651,25.190059
moiletswane,north west,-25.382962,27.927943
mokala,northern cape,-28.083333,22.766667
mokalamosesane,north west,-27.363633,23.41215
mokaleng,north west,-25.316667,25.85
mokalwamakgoa,north west,-27.255574,23.401397
mokasa ii,north west,-27.610067,24.677203
mokasa i,north west,-27.627675,24.7007
mokgalong,north west,-26.26054,23.302518
mokgalwane,north west,-26.473249,25.456391
mokgalwaneng,north west,-24.804681,26.989715
mokgareng,north west,-27.55989,24.693157
mokgoatsi,north west,-25.25,26.483333
mokhesi,eastern cape,-30.516667,27.4
mokobisi,north west,-26.378639,25.065614
mokoena,free state,-29.195174,26.839694
mokope,north west,-26.479166,25.321001
mokoropo,limpopo,-24.529191,30.103386
mokoto,free state,-29.110668,26.809394
mokudung,limpopo,-23.385687,28.792696
mokumuru,limpopo,-23.260617,29.026071
mokurwanyane,limpopo,-23.466667,28.1
mokwena,free state,-29.195174,26.839694
mokwena,limpopo,-24.4,30.55
molala,free state,-29.06339,26.715629
molale,north west,-27.407619,24.683535
molapong,limpopo,-24.583333,30.233333
molatedi,north west,-24.852134,26.494228
molatswaneng,north west,-27.049334,23.90058
molautse,limpopo,-23.816667,29.383333
molemaslokasie,limpopo,-23.3,30.016667
molen drift,western cape,-33.958379,22.355318
molenjeslokasie,limpopo,-23.016667,30.55
molepos location,limpopo,-24.05,29.716667
moleposlokasie,limpopo,-24.05,29.716667
moletlane,limpopo,-24.349968,29.320517
moletsamongwe,north west,-25.754709,25.516171
moletsilokasie,limpopo,-23.733333,29.3
moletsi,mpumalanga,-25.1,28.733333
moletsi,limpopo,-23.846636,29.388017
molewane,north west,-25.8,25.733333
mololema,north west,-27.655803,25.00485
molomowapitsana,north west,-27.097252,23.341895
molopo river,north west,-25.725833,24.283192
moloporivier,north west,-25.725833,24.283192
moloro,mpumalanga,-24.611835,30.980029
molorwe,north west,-25.08586,26.905954
moloto,gauteng,-25.462606,28.638733
molsgat,limpopo,-24.291824,29.627677
molshoop,western cape,-34.781868,20.034518
molteno,eastern cape,-31.396755,26.362457
mompandomosini,eastern cape,-31.622072,29.099425
monarch,eastern cape,-31.783333,28.433333
monavoni,gauteng,-25.9,28.1
monderbult,eastern cape,-31.57544,26.278233
mondlo,kwazulu natal,-27.982991,30.717694
mondplaas,eastern cape,-33.936103,25.005182
monetsi,north west,-26.02733,23.662156
mongalo,limpopo,-23.133333,28.95
mongatane,limpopo,-23.561053,28.513281
monkhankhaneng,eastern cape,-30.205745,28.723096
monnakato,north west,-25.351284,27.273767
mononono,north west,-25.042976,27.191324
monotwane,limpopo,-23.87414,29.118668
mon repos,northern cape,-28.95,24.65
monsterlus,limpopo,-25.025151,29.73317
montague gardens,western cape,-33.863523,18.520323
montagu,free state,-30.154746,26.39347
montagu,eastern cape,-30.76505,25.583081
montagu,western cape,-33.786638,20.121061
montana,western cape,-33.422832,19.204617
montclair,kwazulu natal,-29.919682,30.964724
montebello,kwazulu natal,-29.439677,30.809537
monte christo,limpopo,-23.869933,29.910881
monteku,eastern cape,-31.523944,29.680428
monteray,western cape,-34.016667,18.35
monteseel,kwazulu natal,-29.741968,30.680766
monte vista,western cape,-33.879053,18.554474
montgomery,free state,-30.353331,26.183409
montobella,kwazulu natal,-29.439677,30.809537
mont plaisir,eastern cape,-30.2,28.716667
montrose,free state,-29.528888,26.811986
montshiwa,north west,-25.833333,25.55
monument park,gauteng,-25.806884,28.226912
monyenyane,north west,-26.406254,23.282739
monywaneng,limpopo,-23.624181,29.248512
monzie park,eastern cape,-32.806156,28.120448
monzi,kwazulu natal,-28.447323,32.305534
monzi park,eastern cape,-32.806156,28.120448
mooibank,north west,-26.751819,27.071527
mooibult,free state,-27.083333,28.666667
mooidraai,free state,-27.166667,29.15
mooifontein,free state,-27.9,29.566667
mooifontein,mpumalanga,-26.88798,29.90254
mooifontein,north west,-26.251661,25.604398
mooigelegen,eastern cape,-30.989717,26.269339
mooigelegon,eastern cape,-30.998432,26.274857
mooihoek,free state,-29.2357,25.582224
mooihoek,eastern cape,-30.771292,26.093857
mooiklip,limpopo,-24.447428,29.738093
mooipan,northern cape,-28.966667,22.816667
mooipan,north west,-26.348646,25.521532
mooiplaas,free state,-29.348073,27.428677
mooiplaas,eastern cape,-30.833333,26.65
mooiplaas,gauteng,-25.832356,28.090061
mooiplaas,mpumalanga,-27.297855,30.900592
mooiplaats,eastern cape,-32.722351,28.027286
mooipoort,eastern cape,-31.769944,25.638336
mooi river,kwazulu natal,-29.208242,29.994598
mooirivier,kwazulu natal,-29.208242,29.994598
mooirivier,northern cape,-26.875312,20.092631
mooivlakte,free state,-29.013664,26.093883
mooivlei,eastern cape,-31.065334,26.7541
mooiwater,free state,-27.212205,28.630155
mooka,gauteng,-25.715278,28.073056
mookaothupa,north west,-27.628121,24.609502
mooke,north west,-25.066667,27.733333
moolagwane,north west,-27.335054,23.720123
moolman,mpumalanga,-27.158318,30.861499
moolmansdam,northern cape,-29.078634,21.660445
moomane,limpopo,-24.800716,29.599176
moorberg,kwazulu natal,-29.059795,29.66316
moordkuil,western cape,-33.7564,19.54266
moordraai,free state,-27.166667,29.15
moorespost,eastern cape,-31.090167,28.714601
moorleigh,kwazulu natal,-28.977247,29.729769
moorreesburg,western cape,-33.153877,18.660311
mopane,limpopo,-22.617017,29.85744
mophamamona,limpopo,-23.17886,29.005312
moqhobi,eastern cape,-30.222525,28.535358
morago,free state,-28.983333,26.85
morakgo,free state,-29.013684,26.849782
morapaneng,limpopo,-24.429351,30.049808
morea,mpumalanga,-24.696466,31.124039
morelig,free state,-28.220478,28.292297
morelig,western cape,-33.52007,18.814007
moremela,mpumalanga,-24.616667,30.733333
moreson,free state,-27.783333,28.8
moreson,eastern cape,-31.010003,26.827995
moreson,northern cape,-29.950487,21.510784
moreson,western cape,-33.116667,22.283333
morester,free state,-29.026147,25.555237
morester,eastern cape,-31.502752,25.930219
morgan bay,eastern cape,-32.704603,28.341119
morgan bay village,eastern cape,-32.704603,28.341119
morgansbaai,eastern cape,-32.704603,28.341119
morgan's bay,eastern cape,-32.704603,28.341119
morganville,eastern cape,-32.666093,28.297425
morgenson,eastern cape,-30.620472,26.995226
morgenster,mpumalanga,-26.244517,29.835638
morgenzon,free state,-29.632774,26.640713
morgenzon,eastern cape,-31.611876,26.455346
morgenzon,mpumalanga,-26.737002,29.617736
moria,limpopo,-23.952617,29.782626
moripane,limpopo,-24.774181,29.815621
morna,north west,-26.651744,23.803804
morningside,kwazulu natal,-29.820209,31.017358
morningside,gauteng,-26.077456,28.062456
morning star,western cape,-34.126705,19.982059
morning sun,eastern cape,-31.971811,26.307999
moroka,eastern cape,-30.737325,28.488678
moroka,gauteng,-26.259422,27.876816
morokashoek,free state,-29.296105,26.836571
morokwa,north west,-26.240925,25.346649
morokwaneng,north west,-26.100657,23.712818
morokweng,north west,-26.125004,23.772504
morokwen,north west,-26.125004,23.772504
morolaneng,mpumalanga,-24.756093,30.974517
morone,mpumalanga,-24.816136,30.356879
moroto,free state,-29.10032,26.984655
morotowontshe,north west,-27.287951,23.199038
morotse,limpopo,-24.39623,29.53739
morotsi,limpopo,-23.140434,28.817737
morovane,free state,-29.554973,26.789874
morpeth,north west,-26.942496,23.481972
morrels puts,northern cape,-29.433333,21.716667
morrison,kwazulu natal,-30.566667,30.416667
morrisons,kwazulu natal,-30.566667,30.416667
mortimer,eastern cape,-32.366667,25.683333
moruji,limpopo,-23.663763,30.36158
morula sun,north west,-25.507778,28.038056
morwatshetlha,north west,-25.959066,25.48133
morwe,mpumalanga,-25.178931,28.92859
mosakong,north west,-27.086992,23.904502
mosehleng,limpopo,-23.481478,28.921075
mosenene,eastern cape,-30.239408,28.607158
moses river,mpumalanga,-25.183333,29.366667
mosesrivier camp,mpumalanga,-25.183333,29.366667
mosesrivier,mpumalanga,-25.183333,29.366667
mosesriviersmond,mpumalanga,-24.989367,29.344114
mosetamong,limpopo,-24.368848,29.662564
moshira,limpopo,-24.344523,30.097046
moshoso,north west,-27.546771,24.882512
mosira,limpopo,-23.634994,28.738256
mositlane,north west,-26.433333,24.15
mosito,north west,-25.183333,26.883333
mositone,limpopo,-23.049948,28.931597
mossdale,kwazulu natal,-28,29.916667
mosselbaai,western cape,-34.183067,22.146048
mossel bay,western cape,-34.183067,22.146048
mossel river,western cape,-34.406168,19.277342
mosselrivier,western cape,-34.406168,19.277342
mosuka,limpopo,-23.646457,28.624744
moswana,north west,-26.530082,24.235438
motantanyana,limpopo,-24.336462,29.43142
motati,mpumalanga,-25.244567,29.033407
motchelie,north west,-25.282274,25.885733
motetema,mpumalanga,-25.094681,29.461857
moteti,mpumalanga,-25.083333,28.883333
mothagale,limpopo,-23.35146,28.834115
mothanthanyaneng,north west,-27.661968,24.906812
mothloeng,north west,-27.462733,23.847971
mothong,north west,-27.462733,23.847971
motito,north west,-27.06238,23.830253
motlailane,mpumalanga,-24.589552,30.395922
motlala,free state,-29.200211,26.865931
motlamotshe,limpopo,-24.417396,29.99763
motlatla,free state,-29.200035,26.867807
motley,eastern cape,-30.299149,28.326271
motlhabe,north west,-25.066211,26.943596
motlhokaditse,north west,-26.270475,25.233928
motlolo,limpopo,-24.515135,30.180778
motolong,limpopo,-24.340806,29.676634
motsane,limpopo,-24.277568,30.221912
motseleope,limpopo,-24.811675,29.681365
motserereng,limpopo,-24.422541,29.478551
motsetladi,limpopo,-24.866667,29.916667
motshele,limpopo,-23.65927,29.957579
motshikiri,north west,-25.2793,27.472228
motshitong,limpopo,-23.010572,28.951337
motswedi,north west,-25.282274,25.885733
motsweding,north west,-27.692762,24.669066
motswintswinyane,limpopo,-23.583333,28.483333
motutulong,limpopo,-24.631397,30.219915
moubana,north west,-25.298399,26.637851
mouille point,western cape,-33.900271,18.405314
moumong,north west,-25.613558,27.912305
mountain herberg hostel,kwazulu natal,-29.05,29.4
mountain home,eastern cape,-30.25048,29.828179
mountain view,kwazulu natal,-27.782407,31.42551
mountain view,eastern cape,-33.9,25.283333
mountain view,northern cape,-29.125333,22.071181
mount alida,kwazulu natal,-29.179994,30.347565
mount alyff,eastern cape,-30.808207,29.366443
mount arthur,eastern cape,-31.687885,27.152974
mount ayliff,eastern cape,-30.808207,29.366443
mount blazes,eastern cape,-31.984041,28.985685
mount bleak,eastern cape,-31.314894,29.432459
mount carmel,eastern cape,-30.813835,26.701297
mount charnwood,kwazulu natal,-28.673611,31.728313
mount edgecombe,kwazulu natal,-29.706671,31.025098
mount elias,kwazulu natal,-29.25458,30.798613
mount fletcher,eastern cape,-30.692715,28.505744
mountford,eastern cape,-32.6,28.166667
mount frere,eastern cape,-30.901728,28.992385
mount hargreaves,eastern cape,-30.3998,28.716137
mount hope,eastern cape,-31.071091,28.05174
mount hope,gauteng,-25.434691,28.634269
mount knoezan,kwazulu natal,-30.517493,28.925081
mount knoezen,kwazulu natal,-30.517493,28.925081
mount nelson,eastern cape,-31.351598,29.54218
mount ngwibi,kwazulu natal,-27.793599,31.074141
mount plaisir,eastern cape,-30.2,28.716667
mount pleasant,eastern cape,-32.133333,28.883333
mount prospect,eastern cape,-30.503158,27.375655
mount road,eastern cape,-33.946889,25.590808
mount rupert,northern cape,-28.167481,24.471483
mount saint bernard,kwazulu natal,-28.912844,30.381733
mount sheba,mpumalanga,-24.933333,30.716667
mount snell,eastern cape,-32.628545,26.825225
mount stewart,eastern cape,-33.146181,24.437916
mount view,eastern cape,-31.958159,27.137986
mount zion,eastern cape,-30.803533,29.776393
mousa,eastern cape,-32.362378,26.634799
mowa,eastern cape,-30.850401,29.369529
mowbray,western cape,-33.948024,18.473333
mowilinga,eastern cape,-31.338678,28.419272
moyeni,eastern cape,-30.087882,29.008644
mozana,eastern cape,-33.216667,27.45
mpahlanas,eastern cape,-32.7,27.4
mpahleni,eastern cape,-32.2,28
mpakeni,mpumalanga,-25.485623,31.260753
mpako,eastern cape,-31.943778,28.977657
mpamba,eastern cape,-30.675201,29.075014
mpambu,eastern cape,-31.983333,28.816667
mpame bos,eastern cape,-32.1,29.05
mpandela,eastern cape,-31.716399,28.497184
mpangane,eastern cape,-31.497861,29.047905
mpanganeni,mpumalanga,-25.940398,31.915087
mpanzaville,gauteng,-26.267812,27.858492
mpapela,eastern cape,-31.915408,28.9
mpapuli location,limpopo,-23.025614,30.483628
mparane,eastern cape,-30.269319,28.477418
mpeko,eastern cape,-31.6,28.583333
mpekweni kampterrein,eastern cape,-33.435591,27.231189
mpekweni,eastern cape,-33.383333,27.066667
mpemba,eastern cape,-30.916183,29.097288
mpendla,eastern cape,-30.84145,29.010296
mpendle,kwazulu natal,-29.60049,29.865608
mpendle,eastern cape,-30.852501,28.756167
mpeni,eastern cape,-30.697539,29.60332
mpenjathi,kwazulu natal,-30.926502,30.297458
mpenjati,kwazulu natal,-30.926502,30.297458
mpentse,eastern cape,-32.523318,28.315055
mpeshewa,eastern cape,-31.891292,28.304831
mpeshu,kwazulu natal,-30.6,30.55
mpetsheni,eastern cape,-31.090566,28.649258
mpetu,eastern cape,-32.632973,28.135557
mphahleslokasie,limpopo,-24.333333,29.65
mphakane,limpopo,-23.483333,29.716667
mphake,limpopo,-24.68975,29.618733
mphalong,limpopo,-23.805901,29.785873
mphanama,limpopo,-24.588235,29.817996
mphaphulilokasie,limpopo,-23.025614,30.483628
mpharane,eastern cape,-30.269319,28.477418
mphehla,eastern cape,-30.96692,28.619613
mphelelo,limpopo,-23.661774,28.71661
mpheleng,mpumalanga,-25.198431,29.157528
mphonyoke,north west,-25.0213,26.969728
mpindweni,eastern cape,-30.935805,28.829148
mpisini,eastern cape,-30.949759,29.313751
mpkakathini,kwazulu natal,-27.480601,32.443688
mpofana,kwazulu natal,-28.883333,30.55
mpofane,kwazulu natal,-29.363571,29.700216
mpoko,eastern cape,-31.943778,28.977657
mpola,eastern cape,-30.777221,28.942853
